,userid,courseid,formatted agreed mark,actual grade,faculty
22099,2397,1545,70.0,B+,Faculty of Business and Accountancy
22100,2398,1545,83.0,A,Faculty of Business and Accountancy
22101,2399,1545,73.5,B+,Faculty of Business and Accountancy
22102,2400,1545,54.0,C,Faculty of Business and Accountancy
22103,2402,1545,50.0,C,Faculty of Business and Accountancy
22104,2403,1545,56.0,C+,Faculty of Business and Accountancy
22105,2404,1545,56.0,C+,Faculty of Business and Accountancy
22106,2407,1545,74.0,B+,Faculty of Business and Accountancy
22107,2408,1545,66.0,B,Faculty of Business and Accountancy
22108,2411,1545,86.0,A,Faculty of Business and Accountancy
22109,2412,1545,79.0,A-,Faculty of Business and Accountancy
22110,2414,1545,71.5,B+,Faculty of Business and Accountancy
22111,2415,1545,83.5,A,Faculty of Business and Accountancy
22112,2416,1545,83.0,A,Faculty of Business and Accountancy
22113,2417,1545,73.0,B+,Faculty of Business and Accountancy
22114,2419,1545,78.0,A-,Faculty of Business and Accountancy
22115,2420,1545,71.5,B+,Faculty of Business and Accountancy
22116,2421,1545,79.0,A-,Faculty of Business and Accountancy
22117,2422,1545,79.0,A-,Faculty of Business and Accountancy
22118,2423,1545,74.0,B+,Faculty of Business and Accountancy
22119,2424,1545,68.0,B,Faculty of Business and Accountancy
22120,2425,1545,74.0,B+,Faculty of Business and Accountancy
22121,2426,1545,83.5,A,Faculty of Business and Accountancy
22122,2427,1545,79.0,A-,Faculty of Business and Accountancy
22123,2428,1545,74.0,B+,Faculty of Business and Accountancy
22124,2429,1545,77.5,A-,Faculty of Business and Accountancy
22125,2430,1545,59.5,B-,Faculty of Business and Accountancy
22126,2431,1545,79.0,A-,Faculty of Business and Accountancy
22127,2432,1545,63.5,B-,Faculty of Business and Accountancy
22128,2433,1545,74.0,B+,Faculty of Business and Accountancy
22129,2434,1545,63.5,B-,Faculty of Business and Accountancy
22130,2435,1545,69.0,B,Faculty of Business and Accountancy
22131,2436,1545,73.5,B+,Faculty of Business and Accountancy
22132,2437,1545,86.0,A,Faculty of Business and Accountancy
22133,2438,1545,78.0,A-,Faculty of Business and Accountancy
22134,2439,1545,78.5,A-,Faculty of Business and Accountancy
22135,2440,1545,68.0,B,Faculty of Business and Accountancy
22136,2441,1545,83.5,A,Faculty of Business and Accountancy
22137,2442,1545,63.0,B-,Faculty of Business and Accountancy
22138,2445,1545,73.5,B+,Faculty of Business and Accountancy
22139,2447,1545,50.5,C,Faculty of Business and Accountancy
22140,2449,1545,79.0,A-,Faculty of Business and Accountancy
22141,2450,1545,86.0,A,Faculty of Business and Accountancy
22142,2451,1545,62.5,B-,Faculty of Business and Accountancy
22143,2452,1545,83.5,A,Faculty of Business and Accountancy
22144,2453,1545,79.0,A-,Faculty of Business and Accountancy
22145,2455,1545,89.5,A+,Faculty of Business and Accountancy
22146,2456,1545,70.5,B+,Faculty of Business and Accountancy
22147,2457,1545,56.0,C+,Faculty of Business and Accountancy
22148,2458,1545,79.0,A-,Faculty of Business and Accountancy
22149,2459,1545,60.5,B-,Faculty of Business and Accountancy
22150,2461,1545,86.5,A,Faculty of Business and Accountancy
22151,2462,1545,70.5,B+,Faculty of Business and Accountancy
22152,2463,1545,66.0,B,Faculty of Business and Accountancy
22153,2464,1545,57.0,C+,Faculty of Business and Accountancy
22154,2465,1545,71.0,B+,Faculty of Business and Accountancy
22155,2466,1545,72.5,B+,Faculty of Business and Accountancy
22156,2467,1545,60.5,B-,Faculty of Business and Accountancy
22157,2468,1545,64.0,B-,Faculty of Business and Accountancy
22158,2470,1545,78.5,A-,Faculty of Business and Accountancy
22159,2471,1545,61.0,B-,Faculty of Business and Accountancy
22160,2472,1545,79.0,A-,Faculty of Business and Accountancy
22161,2473,1545,87.0,A,Faculty of Business and Accountancy
22162,2474,1545,74.0,B+,Faculty of Business and Accountancy
22163,2475,1545,71.0,B+,Faculty of Business and Accountancy
22164,2476,1545,73.5,B+,Faculty of Business and Accountancy
22165,2477,1545,77.5,A-,Faculty of Business and Accountancy
22166,2478,1545,82.5,A,Faculty of Business and Accountancy
22167,2479,1545,88.0,A,Faculty of Business and Accountancy
22168,2480,1545,70.0,B+,Faculty of Business and Accountancy
22169,2481,1545,72.5,B+,Faculty of Business and Accountancy
22170,2483,1545,74.0,B+,Faculty of Business and Accountancy
22171,2485,1545,74.0,B+,Faculty of Business and Accountancy
22172,2487,1545,62.0,B-,Faculty of Business and Accountancy
22173,2488,1545,50.0,C,Faculty of Business and Accountancy
22174,2489,1545,79.0,A-,Faculty of Business and Accountancy
22175,2490,1545,64.0,B-,Faculty of Business and Accountancy
22176,2491,1545,83.0,A,Faculty of Business and Accountancy
22177,2492,1545,63.5,B-,Faculty of Business and Accountancy
22178,2494,1545,62.5,B-,Faculty of Business and Accountancy
22179,2495,1545,67.0,B,Faculty of Business and Accountancy
22180,2496,1545,53.0,C,Faculty of Business and Accountancy
22181,4451,1545,70.5,B+,Faculty of Business and Accountancy
22182,4686,1545,78.5,A-,Faculty of Business and Accountancy
22183,4726,1545,72.5,B+,Faculty of Business and Accountancy
22184,4738,1545,73.5,B+,Faculty of Business and Accountancy
22185,4740,1545,55.0,C+,Faculty of Business and Accountancy
22186,4744,1545,78.0,A-,Faculty of Business and Accountancy
22187,4749,1545,66.5,B,Faculty of Business and Accountancy
22188,4756,1545,87.0,A,Faculty of Business and Accountancy
22189,4764,1545,57.0,C+,Faculty of Business and Accountancy
22190,4765,1545,85.0,A,Faculty of Business and Accountancy
22191,4766,1545,79.0,A-,Faculty of Business and Accountancy
22192,4767,1545,79.0,A-,Faculty of Business and Accountancy
22193,4770,1545,50.0,C,Faculty of Business and Accountancy
22194,4842,1545,50.0,C,Faculty of Business and Accountancy
22195,4876,1545,66.5,B,Faculty of Business and Accountancy
22196,5025,1545,75.5,A-,Faculty of Business and Accountancy
22197,5030,1545,66.0,B,Faculty of Business and Accountancy
22198,5031,1545,73.5,B+,Faculty of Business and Accountancy
22199,5061,1545,66.5,B,Faculty of Business and Accountancy
22200,5063,1545,78.5,A-,Faculty of Business and Accountancy
22201,5071,1545,66.0,B,Faculty of Business and Accountancy
22202,5076,1545,79.0,A-,Faculty of Business and Accountancy
22203,5078,1545,40.5,D+,Faculty of Business and Accountancy
22204,5131,1545,87.5,A,Faculty of Business and Accountancy
22205,5137,1545,67.5,B,Faculty of Business and Accountancy
22206,5149,1545,83.5,A,Faculty of Business and Accountancy
22207,5154,1545,74.0,B+,Faculty of Business and Accountancy
22208,5157,1545,65.5,B,Faculty of Business and Accountancy
22209,5163,1545,63.0,B-,Faculty of Business and Accountancy
22210,5166,1545,84.0,A,Faculty of Business and Accountancy
22211,5171,1545,84.5,A,Faculty of Business and Accountancy
22212,5212,1545,77.5,A-,Faculty of Business and Accountancy
22213,14099,1545,59.5,B-,Faculty of Business and Accountancy
22214,16146,1545,55.5,C+,Faculty of Business and Accountancy
22215,16151,1545,75.5,A-,Faculty of Business and Accountancy
22216,16230,1545,71.5,B+,Faculty of Business and Accountancy
22217,16494,1545,65.5,B,Faculty of Business and Accountancy
22218,16518,1545,63.0,B-,Faculty of Business and Accountancy
22219,16855,1545,68.0,B,Faculty of Business and Accountancy
22220,16864,1545,83.5,A,Faculty of Business and Accountancy
22221,16931,1545,78.0,A-,Faculty of Business and Accountancy
22222,16964,1545,77.0,A-,Faculty of Business and Accountancy
22223,17427,1545,66.5,B,Faculty of Business and Accountancy
22224,17434,1545,51.0,C,Faculty of Business and Accountancy
22225,17436,1545,70.0,B+,Faculty of Business and Accountancy
22226,17445,1545,67.5,B,Faculty of Business and Accountancy
22227,17448,1545,61.0,B-,Faculty of Business and Accountancy
22228,17450,1545,68.0,B,Faculty of Business and Accountancy
22229,17453,1545,51.5,C,Faculty of Business and Accountancy
22230,17456,1545,59.5,B-,Faculty of Business and Accountancy
22231,17458,1545,62.0,B-,Faculty of Business and Accountancy
22232,17459,1545,64.5,B,Faculty of Business and Accountancy
22233,17469,1545,65.5,B,Faculty of Business and Accountancy
22234,17477,1545,68.0,B,Faculty of Business and Accountancy
22235,17479,1545,54.5,C+,Faculty of Business and Accountancy
22236,17492,1545,59.5,B-,Faculty of Business and Accountancy
22237,17493,1545,56.5,C+,Faculty of Business and Accountancy
22238,17496,1545,42.0,D+,Faculty of Business and Accountancy
22239,17515,1545,72.5,B+,Faculty of Business and Accountancy
22240,18113,1545,50.0,C,Faculty of Business and Accountancy
22241,18256,1545,50.0,C,Faculty of Business and Accountancy
22242,24192,1545,78.5,A-,Faculty of Business and Accountancy
22243,24193,1545,78.0,A-,Faculty of Business and Accountancy
22244,24195,1545,69.0,B,Faculty of Business and Accountancy
22245,24336,1545,54.0,C,Faculty of Business and Accountancy
22246,24340,1545,73.5,B+,Faculty of Business and Accountancy
22247,1800,3304,70.5,B+,Faculty of Business and Accountancy
22248,1814,3304,73.2,B+,Faculty of Business and Accountancy
22249,1821,3304,71.7,B+,Faculty of Business and Accountancy
22250,1891,3304,74.2,B+,Faculty of Business and Accountancy
22251,1898,3304,72.0,B+,Faculty of Business and Accountancy
22252,1899,3304,74.3,B+,Faculty of Business and Accountancy
22253,1900,3304,66.5,B,Faculty of Business and Accountancy
22254,1901,3304,74.0,B+,Faculty of Business and Accountancy
22255,1902,3304,72.8,B+,Faculty of Business and Accountancy
22256,1905,3304,69.1,B,Faculty of Business and Accountancy
22257,1908,3304,79.0,A-,Faculty of Business and Accountancy
22258,1910,3304,73.9,B+,Faculty of Business and Accountancy
22259,1911,3304,70.7,B+,Faculty of Business and Accountancy
22260,1914,3304,68.5,B,Faculty of Business and Accountancy
22261,1915,3304,74.3,B+,Faculty of Business and Accountancy
22262,1916,3304,83.0,A,Faculty of Business and Accountancy
22263,1917,3304,74.0,B+,Faculty of Business and Accountancy
22264,1919,3304,73.8,B+,Faculty of Business and Accountancy
22265,2378,3304,74.3,B+,Faculty of Business and Accountancy
22266,4449,3304,63.1,B-,Faculty of Business and Accountancy
22267,4686,3304,74.0,B+,Faculty of Business and Accountancy
22268,4716,3304,68.0,B,Faculty of Business and Accountancy
22269,4729,3304,77.5,A-,Faculty of Business and Accountancy
22270,4864,3304,69.7,B+,Faculty of Business and Accountancy
22271,4869,3304,64.0,B-,Faculty of Business and Accountancy
22272,4870,3304,71.8,B+,Faculty of Business and Accountancy
22273,5063,3304,67.5,B,Faculty of Business and Accountancy
22274,5067,3304,70.8,B+,Faculty of Business and Accountancy
22275,5072,3304,70.5,B+,Faculty of Business and Accountancy
22276,5079,3304,78.2,A-,Faculty of Business and Accountancy
22277,5130,3304,66.3,B,Faculty of Business and Accountancy
22278,5131,3304,88.1,A,Faculty of Business and Accountancy
22279,5133,3304,80.3,A,Faculty of Business and Accountancy
22280,5135,3304,70.2,B+,Faculty of Business and Accountancy
22281,5138,3304,72.0,B+,Faculty of Business and Accountancy
22282,5140,3304,66.1,B,Faculty of Business and Accountancy
22283,5144,3304,64.0,B-,Faculty of Business and Accountancy
22284,5147,3304,81.2,A,Faculty of Business and Accountancy
22285,5151,3304,71.0,B+,Faculty of Business and Accountancy
22286,5152,3304,58.3,C+,Faculty of Business and Accountancy
22287,5154,3304,67.3,B,Faculty of Business and Accountancy
22288,5157,3304,69.5,B+,Faculty of Business and Accountancy
22289,5158,3304,78.2,A-,Faculty of Business and Accountancy
22290,5162,3304,81.5,A,Faculty of Business and Accountancy
22291,5163,3304,66.5,B,Faculty of Business and Accountancy
22292,5167,3304,68.5,B,Faculty of Business and Accountancy
22293,24335,3304,73.8,B+,Faculty of Business and Accountancy
22294,24340,3304,74.2,B+,Faculty of Business and Accountancy
22295,24341,3304,74.3,B+,Faculty of Business and Accountancy
22296,24342,3304,78.2,A-,Faculty of Business and Accountancy
22297,1817,1534,73.53,B+,Faculty of Business and Accountancy
22298,1829,1534,75.13,A-,Faculty of Business and Accountancy
22299,2061,1534,70.63,B+,Faculty of Business and Accountancy
22300,2063,1534,62.79,B-,Faculty of Business and Accountancy
22301,2067,1534,70.83,B+,Faculty of Business and Accountancy
22302,2085,1534,70.55,B+,Faculty of Business and Accountancy
22303,2086,1534,73.96,B+,Faculty of Business and Accountancy
22304,2089,1534,74.46,B+,Faculty of Business and Accountancy
22305,2090,1534,62.26,B-,Faculty of Business and Accountancy
22306,2092,1534,75.93,A-,Faculty of Business and Accountancy
22307,2094,1534,80.23,A,Faculty of Business and Accountancy
22308,2099,1534,77.23,A-,Faculty of Business and Accountancy
22309,2104,1534,68.86,B,Faculty of Business and Accountancy
22310,2107,1534,77.79,A-,Faculty of Business and Accountancy
22311,2108,1534,80.09,A,Faculty of Business and Accountancy
22312,2110,1534,66.59,B,Faculty of Business and Accountancy
22313,2112,1534,66.93,B,Faculty of Business and Accountancy
22314,2113,1534,79.99,A,Faculty of Business and Accountancy
22315,2114,1534,71.69,B+,Faculty of Business and Accountancy
22316,2115,1534,72.16,B+,Faculty of Business and Accountancy
22317,2116,1534,77.26,A-,Faculty of Business and Accountancy
22318,2118,1534,83.99,A,Faculty of Business and Accountancy
22319,2121,1534,66.36,B,Faculty of Business and Accountancy
22320,2125,1534,71.33,B+,Faculty of Business and Accountancy
22321,2126,1534,75.89,A-,Faculty of Business and Accountancy
22322,2127,1534,72.79,B+,Faculty of Business and Accountancy
22323,2130,1534,67.19,B,Faculty of Business and Accountancy
22324,2132,1534,71.43,B+,Faculty of Business and Accountancy
22325,2135,1534,70.73,B+,Faculty of Business and Accountancy
22326,2138,1534,78.43,A-,Faculty of Business and Accountancy
22327,2141,1534,72.86,B+,Faculty of Business and Accountancy
22328,2143,1534,73.99,B+,Faculty of Business and Accountancy
22329,2144,1534,76.06,A-,Faculty of Business and Accountancy
22330,2148,1534,77.13,A-,Faculty of Business and Accountancy
22331,2150,1534,62.66,B-,Faculty of Business and Accountancy
22332,2154,1534,68.39,B,Faculty of Business and Accountancy
22333,2160,1534,64.93,B,Faculty of Business and Accountancy
22334,2199,1534,68.26,B,Faculty of Business and Accountancy
22335,2201,1534,71.83,B+,Faculty of Business and Accountancy
22336,2202,1534,65.79,B,Faculty of Business and Accountancy
22337,2203,1534,66.59,B,Faculty of Business and Accountancy
22338,2204,1534,76.93,A-,Faculty of Business and Accountancy
22339,2212,1534,69.73,B+,Faculty of Business and Accountancy
22340,2214,1534,79.19,A-,Faculty of Business and Accountancy
22341,2215,1534,76.33,A-,Faculty of Business and Accountancy
22342,2217,1534,59.43,C+,Faculty of Business and Accountancy
22343,2219,1534,72.36,B+,Faculty of Business and Accountancy
22344,2221,1534,80.96,A,Faculty of Business and Accountancy
22345,2225,1534,74.33,B+,Faculty of Business and Accountancy
22346,2229,1534,55.76,C+,Faculty of Business and Accountancy
22347,2376,1534,79.53,A,Faculty of Business and Accountancy
22348,2396,1534,73.39,B+,Faculty of Business and Accountancy
22349,4701,1534,69.33,B,Faculty of Business and Accountancy
22350,4714,1534,65.23,B,Faculty of Business and Accountancy
22351,5021,1534,69.46,B,Faculty of Business and Accountancy
22352,5035,1534,66.36,B,Faculty of Business and Accountancy
22353,5037,1534,75.86,A-,Faculty of Business and Accountancy
22354,5038,1534,72.86,B+,Faculty of Business and Accountancy
22355,5039,1534,75.86,A-,Faculty of Business and Accountancy
22356,5040,1534,69.26,B,Faculty of Business and Accountancy
22357,5043,1534,78.13,A-,Faculty of Business and Accountancy
22358,5045,1534,76.39,A-,Faculty of Business and Accountancy
22359,5058,1534,71.59,B+,Faculty of Business and Accountancy
22360,5059,1534,66.63,B,Faculty of Business and Accountancy
22361,5083,1534,72.19,B+,Faculty of Business and Accountancy
22362,5084,1534,70.46,B+,Faculty of Business and Accountancy
22363,5085,1534,72.59,B+,Faculty of Business and Accountancy
22364,5089,1534,71.16,B+,Faculty of Business and Accountancy
22365,5107,1534,71.33,B+,Faculty of Business and Accountancy
22366,5108,1534,74.99,A-,Faculty of Business and Accountancy
22367,5110,1534,72.23,B+,Faculty of Business and Accountancy
22368,5111,1534,75.23,A-,Faculty of Business and Accountancy
22369,5164,1534,69.19,B,Faculty of Business and Accountancy
22370,24047,1534,70.09,B+,Faculty of Business and Accountancy
22371,24188,1534,78.29,A-,Faculty of Business and Accountancy
22372,24189,1534,78.59,A-,Faculty of Business and Accountancy
22373,24194,1534,79.49,A-,Faculty of Business and Accountancy
22374,24201,1534,73.76,B+,Faculty of Business and Accountancy
22375,24202,1534,77.69,A-,Faculty of Business and Accountancy
22376,24203,1534,73.86,B+,Faculty of Business and Accountancy
22377,1817,1547,73.0,B+,Faculty of Business and Accountancy
22378,1820,1547,72.0,B+,Faculty of Business and Accountancy
22379,1823,1547,75.0,A-,Faculty of Business and Accountancy
22380,1829,1547,68.0,B,Faculty of Business and Accountancy
22381,1830,1547,73.0,B+,Faculty of Business and Accountancy
22382,1836,1547,69.0,B,Faculty of Business and Accountancy
22383,1852,1547,66.0,B,Faculty of Business and Accountancy
22384,1902,1547,70.0,B+,Faculty of Business and Accountancy
22385,1905,1547,54.0,C,Faculty of Business and Accountancy
22386,1910,1547,70.0,B+,Faculty of Business and Accountancy
22387,1911,1547,74.0,B+,Faculty of Business and Accountancy
22388,1912,1547,68.0,B,Faculty of Business and Accountancy
22389,1918,1547,67.0,B,Faculty of Business and Accountancy
22390,1920,1547,54.0,C,Faculty of Business and Accountancy
22391,2068,1547,58.0,C+,Faculty of Business and Accountancy
22392,2077,1547,81.0,A,Faculty of Business and Accountancy
22393,2088,1547,69.0,B,Faculty of Business and Accountancy
22394,2090,1547,57.0,C+,Faculty of Business and Accountancy
22395,2102,1547,73.0,B+,Faculty of Business and Accountancy
22396,2105,1547,72.0,B+,Faculty of Business and Accountancy
22397,2108,1547,69.0,B,Faculty of Business and Accountancy
22398,2113,1547,80.0,A,Faculty of Business and Accountancy
22399,2114,1547,80.0,A,Faculty of Business and Accountancy
22400,2115,1547,64.0,B-,Faculty of Business and Accountancy
22401,2116,1547,70.0,B+,Faculty of Business and Accountancy
22402,2120,1547,65.0,B,Faculty of Business and Accountancy
22403,2123,1547,80.0,A,Faculty of Business and Accountancy
22404,2126,1547,70.0,B+,Faculty of Business and Accountancy
22405,2132,1547,75.0,A-,Faculty of Business and Accountancy
22406,2137,1547,70.0,B+,Faculty of Business and Accountancy
22407,2139,1547,63.0,B-,Faculty of Business and Accountancy
22408,2146,1547,70.0,B+,Faculty of Business and Accountancy
22409,2154,1547,63.0,B-,Faculty of Business and Accountancy
22410,2183,1547,73.0,B+,Faculty of Business and Accountancy
22411,2187,1547,77.0,A-,Faculty of Business and Accountancy
22412,2190,1547,63.0,B-,Faculty of Business and Accountancy
22413,2191,1547,80.0,A,Faculty of Business and Accountancy
22414,2199,1547,58.0,C+,Faculty of Business and Accountancy
22415,2201,1547,75.0,A-,Faculty of Business and Accountancy
22416,2208,1547,81.0,A,Faculty of Business and Accountancy
22417,2209,1547,59.0,C+,Faculty of Business and Accountancy
22418,2210,1547,62.0,B-,Faculty of Business and Accountancy
22419,2213,1547,57.0,C+,Faculty of Business and Accountancy
22420,2219,1547,65.0,B,Faculty of Business and Accountancy
22421,2224,1547,69.0,B,Faculty of Business and Accountancy
22422,2234,1547,57.0,C+,Faculty of Business and Accountancy
22423,2240,1547,77.0,A-,Faculty of Business and Accountancy
22424,2246,1547,73.0,B+,Faculty of Business and Accountancy
22425,2250,1547,70.0,B+,Faculty of Business and Accountancy
22426,2375,1547,69.0,B,Faculty of Business and Accountancy
22427,2376,1547,67.0,B,Faculty of Business and Accountancy
22428,2377,1547,68.0,B,Faculty of Business and Accountancy
22429,2380,1547,78.0,A-,Faculty of Business and Accountancy
22430,2382,1547,77.0,A-,Faculty of Business and Accountancy
22431,2384,1547,71.0,B+,Faculty of Business and Accountancy
22432,2385,1547,72.0,B+,Faculty of Business and Accountancy
22433,2387,1547,84.0,A,Faculty of Business and Accountancy
22434,2389,1547,64.0,B-,Faculty of Business and Accountancy
22435,2390,1547,76.0,A-,Faculty of Business and Accountancy
22436,4687,1547,65.0,B,Faculty of Business and Accountancy
22437,4701,1547,69.0,B,Faculty of Business and Accountancy
22438,4714,1547,56.0,C+,Faculty of Business and Accountancy
22439,4715,1547,62.0,B-,Faculty of Business and Accountancy
22440,4718,1547,64.0,B-,Faculty of Business and Accountancy
22441,4720,1547,69.0,B,Faculty of Business and Accountancy
22442,4722,1547,57.0,C+,Faculty of Business and Accountancy
22443,4723,1547,68.0,B,Faculty of Business and Accountancy
22444,4725,1547,65.0,B,Faculty of Business and Accountancy
22445,4730,1547,59.0,C+,Faculty of Business and Accountancy
22446,4731,1547,65.0,B,Faculty of Business and Accountancy
22447,4734,1547,65.0,B,Faculty of Business and Accountancy
22448,4739,1547,66.0,B,Faculty of Business and Accountancy
22449,4740,1547,70.0,B+,Faculty of Business and Accountancy
22450,4742,1547,65.0,B,Faculty of Business and Accountancy
22451,4744,1547,61.0,B-,Faculty of Business and Accountancy
22452,4745,1547,80.0,A,Faculty of Business and Accountancy
22453,4746,1547,78.0,A-,Faculty of Business and Accountancy
22454,4748,1547,68.0,B,Faculty of Business and Accountancy
22455,4749,1547,65.0,B,Faculty of Business and Accountancy
22456,4750,1547,77.0,A-,Faculty of Business and Accountancy
22457,4752,1547,53.0,C,Faculty of Business and Accountancy
22458,4755,1547,72.0,B+,Faculty of Business and Accountancy
22459,4756,1547,64.0,B-,Faculty of Business and Accountancy
22460,4757,1547,72.0,B+,Faculty of Business and Accountancy
22461,4761,1547,72.0,B+,Faculty of Business and Accountancy
22462,4763,1547,64.0,B-,Faculty of Business and Accountancy
22463,4765,1547,75.0,A-,Faculty of Business and Accountancy
22464,4766,1547,66.0,B,Faculty of Business and Accountancy
22465,4767,1547,60.0,B-,Faculty of Business and Accountancy
22466,4769,1547,67.0,B,Faculty of Business and Accountancy
22467,4777,1547,66.0,B,Faculty of Business and Accountancy
22468,4778,1547,81.0,A,Faculty of Business and Accountancy
22469,5036,1547,73.0,B+,Faculty of Business and Accountancy
22470,5037,1547,76.0,A-,Faculty of Business and Accountancy
22471,5043,1547,64.0,B-,Faculty of Business and Accountancy
22472,5045,1547,68.0,B,Faculty of Business and Accountancy
22473,5053,1547,76.0,A-,Faculty of Business and Accountancy
22474,5066,1547,67.0,B,Faculty of Business and Accountancy
22475,5071,1547,61.0,B-,Faculty of Business and Accountancy
22476,5073,1547,67.0,B,Faculty of Business and Accountancy
22477,5076,1547,77.0,A-,Faculty of Business and Accountancy
22478,5083,1547,63.0,B-,Faculty of Business and Accountancy
22479,5085,1547,71.0,B+,Faculty of Business and Accountancy
22480,5086,1547,66.0,B,Faculty of Business and Accountancy
22481,5087,1547,58.0,C+,Faculty of Business and Accountancy
22482,5108,1547,65.0,B,Faculty of Business and Accountancy
22483,5118,1547,81.0,A,Faculty of Business and Accountancy
22484,5119,1547,78.0,A-,Faculty of Business and Accountancy
22485,5120,1547,75.0,A-,Faculty of Business and Accountancy
22486,5123,1547,69.0,B,Faculty of Business and Accountancy
22487,5124,1547,72.0,B+,Faculty of Business and Accountancy
22488,5125,1547,81.0,A,Faculty of Business and Accountancy
22489,5135,1547,67.0,B,Faculty of Business and Accountancy
22490,5137,1547,80.0,A,Faculty of Business and Accountancy
22491,5138,1547,76.0,A-,Faculty of Business and Accountancy
22492,5139,1547,69.0,B,Faculty of Business and Accountancy
22493,5146,1547,72.0,B+,Faculty of Business and Accountancy
22494,5147,1547,72.0,B+,Faculty of Business and Accountancy
22495,5149,1547,72.0,B+,Faculty of Business and Accountancy
22496,5151,1547,72.0,B+,Faculty of Business and Accountancy
22497,5158,1547,59.0,C+,Faculty of Business and Accountancy
22498,16488,1547,67.0,B,Faculty of Business and Accountancy
22499,16494,1547,69.0,B,Faculty of Business and Accountancy
22500,16516,1547,59.0,C+,Faculty of Business and Accountancy
22501,16517,1547,64.0,B-,Faculty of Business and Accountancy
22502,16518,1547,64.0,B-,Faculty of Business and Accountancy
22503,16871,1547,0.0,F,Faculty of Business and Accountancy
22504,17428,1547,59.0,C+,Faculty of Business and Accountancy
22505,17474,1547,75.0,A-,Faculty of Business and Accountancy
22506,17475,1547,72.0,B+,Faculty of Business and Accountancy
22507,17482,1547,58.0,C+,Faculty of Business and Accountancy
22508,17515,1547,64.0,B-,Faculty of Business and Accountancy
22509,24047,1547,78.0,A-,Faculty of Business and Accountancy
22510,24190,1547,73.0,B+,Faculty of Business and Accountancy
22511,24191,1547,78.0,A-,Faculty of Business and Accountancy
22512,24192,1547,67.0,B,Faculty of Business and Accountancy
22513,24193,1547,64.0,B-,Faculty of Business and Accountancy
22514,24195,1547,65.0,B,Faculty of Business and Accountancy
22515,24196,1547,73.0,B+,Faculty of Business and Accountancy
22516,24203,1547,69.0,B,Faculty of Business and Accountancy
22517,24310,1547,82.0,A,Faculty of Business and Accountancy
22518,24335,1547,65.0,B,Faculty of Business and Accountancy
22519,24337,1547,64.0,B-,Faculty of Business and Accountancy
22520,24341,1547,69.0,B,Faculty of Business and Accountancy
22521,24342,1547,71.0,B+,Faculty of Business and Accountancy
22522,24343,1547,62.0,B-,Faculty of Business and Accountancy
22523,1817,1557,64.65,B,Faculty of Business and Accountancy
22524,1910,1557,71.3,B+,Faculty of Business and Accountancy
22525,1948,1557,50.0,C,Faculty of Business and Accountancy
22526,2073,1557,60.5,B-,Faculty of Business and Accountancy
22527,2088,1557,60.0,B-,Faculty of Business and Accountancy
22528,2092,1557,60.95,B-,Faculty of Business and Accountancy
22529,2102,1557,62.35,B-,Faculty of Business and Accountancy
22530,2103,1557,68.45,B,Faculty of Business and Accountancy
22531,2104,1557,55.35,C+,Faculty of Business and Accountancy
22532,2110,1557,60.5,B-,Faculty of Business and Accountancy
22533,2111,1557,56.55,C+,Faculty of Business and Accountancy
22534,2114,1557,61.25,B-,Faculty of Business and Accountancy
22535,2118,1557,61.0,B-,Faculty of Business and Accountancy
22536,2125,1557,61.6,B-,Faculty of Business and Accountancy
22537,2133,1557,54.6,C+,Faculty of Business and Accountancy
22538,2147,1557,51.9,C,Faculty of Business and Accountancy
22539,2183,1557,62.3,B-,Faculty of Business and Accountancy
22540,2187,1557,74.95,A-,Faculty of Business and Accountancy
22541,2190,1557,60.1,B-,Faculty of Business and Accountancy
22542,2191,1557,65.6,B,Faculty of Business and Accountancy
22543,2199,1557,59.85,B-,Faculty of Business and Accountancy
22544,2209,1557,61.8,B-,Faculty of Business and Accountancy
22545,2210,1557,60.1,B-,Faculty of Business and Accountancy
22546,2212,1557,62.25,B-,Faculty of Business and Accountancy
22547,2213,1557,65.75,B,Faculty of Business and Accountancy
22548,2217,1557,58.9,C+,Faculty of Business and Accountancy
22549,2222,1557,68.1,B,Faculty of Business and Accountancy
22550,2254,1557,75.05,A-,Faculty of Business and Accountancy
22551,2382,1557,70.0,B+,Faculty of Business and Accountancy
22552,2397,1557,60.0,B-,Faculty of Business and Accountancy
22553,2410,1557,61.35,B-,Faculty of Business and Accountancy
22554,2443,1557,71.05,B+,Faculty of Business and Accountancy
22555,2444,1557,68.05,B,Faculty of Business and Accountancy
22556,2446,1557,70.2,B+,Faculty of Business and Accountancy
22557,2462,1557,52.45,C,Faculty of Business and Accountancy
22558,2465,1557,60.55,B-,Faculty of Business and Accountancy
22559,4451,1557,51.8,C,Faculty of Business and Accountancy
22560,4701,1557,64.5,B,Faculty of Business and Accountancy
22561,4714,1557,60.4,B-,Faculty of Business and Accountancy
22562,4723,1557,60.65,B-,Faculty of Business and Accountancy
22563,4754,1557,65.25,B,Faculty of Business and Accountancy
22564,5022,1557,51.4,C,Faculty of Business and Accountancy
22565,5027,1557,64.95,B,Faculty of Business and Accountancy
22566,5041,1557,60.85,B-,Faculty of Business and Accountancy
22567,5044,1557,60.05,B-,Faculty of Business and Accountancy
22568,5085,1557,59.85,B-,Faculty of Business and Accountancy
22569,5087,1557,61.85,B-,Faculty of Business and Accountancy
