,userid,number_of_courses,average_marks,average_login,weekend_login,weekday_login,midnight_login,early_morning_login,late_morning_login,afternoon_login,evening_login,night_login,no_of_viewed_courses,no_of_attendance_taken,no_of_all_files_downloaded,no_of_assignments,no_of_forum_created,number_of_quizzes,no_of_quizzes_completed,no_of_quizzes_attempt
1819,3650.0,2.0,62.25,34.0,7.0,27.0,4.5,7.0,11.5,9.0,0.0,2.0,165.5,0.0,0.0,4.5,0.5,0.0,0.0,0.0
1820,3651.0,3.0,86.38333333333333,75.33333333333333,12.333333333333334,63.0,9.333333333333334,24.0,19.33333333333333,15.333333333333334,5.333333333333333,2.0,404.0,3.6666666666666665,0.0,15.333333333333334,0.0,13.666666666666666,8.333333333333334,9.0
1821,3653.0,5.0,78.8,5.4,0.8,4.6,2.0,1.2,0.6,0.8,0.2,0.6,14.8,0.0,0.0,0.0,0.2,0.8,0.2,1.8
1822,3654.0,7.0,62.85714285714285,7.0,1.0,6.0,1.5714285714285714,2.571428571428572,0.4285714285714285,2.142857142857143,0.0,0.2857142857142857,39.42857142857143,0.0,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.7142857142857143,0.1428571428571428,3.0
1823,3655.0,5.0,81.2,35.4,5.8,29.6,14.2,5.4,5.6,5.2,0.0,5.0,162.8,0.0,0.0,0.2,0.2,1.8,0.2,19.2
1824,3656.0,6.0,69.33333333333333,3.5,1.0,2.5,1.3333333333333333,1.1666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,14.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,3657.0,4.0,70.5,7.25,0.25,7.0,1.75,0.75,0.75,2.25,1.0,0.75,23.75,0.0,0.0,0.5,0.0,1.0,0.25,8.25
1826,3658.0,5.0,70.6,9.2,0.8,8.4,3.0,0.6,0.6,3.4,0.8,0.8,35.4,0.0,0.0,0.2,0.2,0.8,0.2,6.0
1827,3659.0,6.0,68.5,4.333333333333333,0.3333333333333333,4.0,1.6666666666666667,0.3333333333333333,0.0,1.1666666666666667,0.6666666666666666,0.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,3660.0,5.0,71.2,13.8,1.6,12.2,2.6,4.4,1.8,3.8,0.2,1.0,57.4,2.0,0.0,0.2,0.0,0.4,0.2,1.8
1829,3661.0,5.0,65.2,5.4,0.2,5.2,3.6,0.2,0.6,0.6,0.2,0.2,19.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0
1830,3662.0,5.0,75.6,6.2,0.2,6.0,3.0,0.8,0.4,1.0,0.4,0.6,22.4,0.0,0.0,0.4,0.2,0.4,0.2,7.6
1831,3663.0,5.0,74.8,2.2,0.0,2.2,0.0,0.2,0.0,2.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1832,3664.0,6.0,70.16666666666667,7.333333333333333,1.5,5.833333333333333,5.333333333333333,0.8333333333333334,0.1666666666666666,1.0,0.0,0.0,14.166666666666666,0.0,0.1666666666666666,0.0,0.0,0.8333333333333334,0.3333333333333333,8.666666666666666
1833,3665.0,6.0,82.83333333333333,10.333333333333334,1.1666666666666667,9.166666666666666,4.666666666666667,1.3333333333333333,1.3333333333333333,1.8333333333333333,0.5,0.6666666666666666,30.33333333333333,0.0,0.0,0.5,0.1666666666666666,0.0,0.0,0.0
1834,3666.0,6.0,71.0,3.6666666666666665,0.3333333333333333,3.333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.5,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,3667.0,5.0,71.8,15.0,2.8,12.2,6.4,2.8,0.6,4.2,1.0,0.0,54.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1836,3668.0,6.0,71.83333333333333,9.5,0.5,9.0,6.333333333333333,0.5,0.6666666666666666,1.1666666666666667,0.6666666666666666,0.1666666666666666,29.666666666666668,0.0,0.0,0.6666666666666666,0.0,0.5,0.1666666666666666,4.0
1837,3669.0,5.0,81.0,3.8,1.0,2.8,1.8,0.0,0.2,1.6,0.0,0.2,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,3670.0,5.0,78.4,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,3671.0,7.0,81.14285714285714,4.142857142857143,0.2857142857142857,3.857142857142857,1.4285714285714286,1.0,0.5714285714285714,0.4285714285714285,0.0,0.7142857142857143,14.285714285714286,0.0,0.0,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.1428571428571428,3.2857142857142856
1840,3672.0,7.0,74.42857142857143,3.857142857142857,0.8571428571428571,3.0,1.1428571428571428,1.1428571428571428,0.4285714285714285,0.4285714285714285,0.0,0.7142857142857143,13.428571428571429,0.0,0.0,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.7142857142857143
1841,3673.0,7.0,67.42857142857143,9.714285714285714,1.5714285714285714,8.142857142857142,2.7142857142857144,1.8571428571428568,2.0,2.2857142857142856,0.8571428571428571,0.0,57.57142857142857,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,4.571428571428571
1842,3674.0,7.0,66.71428571428571,4.857142857142857,1.8571428571428568,3.0,0.7142857142857143,3.142857142857143,0.2857142857142857,0.7142857142857143,0.0,0.0,13.142857142857142,0.0,0.0,0.1428571428571428,0.0,0.4285714285714285,0.1428571428571428,0.1428571428571428
1843,3675.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,3676.0,7.0,67.0957142857143,11.428571428571429,2.2857142857142856,9.142857142857142,1.2857142857142858,3.0,0.1428571428571428,5.0,1.8571428571428568,0.1428571428571428,53.71428571428572,0.0,0.0,1.4285714285714286,0.2857142857142857,0.0,0.0,0.0
1845,3677.0,7.0,72.91285714285713,15.428571428571429,1.1428571428571428,14.285714285714286,5.0,4.714285714285714,1.5714285714285714,3.142857142857143,0.4285714285714285,0.5714285714285714,58.42857142857143,2.0,0.1428571428571428,0.7142857142857143,0.0,1.7142857142857142,0.4285714285714285,4.428571428571429
1846,3678.0,6.0,69.83333333333333,9.333333333333334,1.8333333333333333,7.5,3.0,3.333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,32.166666666666664,0.0,0.0,0.1666666666666666,0.0,1.1666666666666667,0.1666666666666666,0.1666666666666666
1847,3679.0,5.0,80.6,10.0,0.8,9.2,3.8,1.8,1.4,1.4,1.0,0.6,41.2,0.0,0.0,0.8,0.2,0.6,0.2,0.2
1848,3681.0,7.0,60.92857142857143,8.571428571428571,1.2857142857142858,7.285714285714286,3.0,2.2857142857142856,0.2857142857142857,2.571428571428572,0.2857142857142857,0.1428571428571428,30.285714285714285,0.0,0.0,0.2857142857142857,0.0,4.428571428571429,0.2857142857142857,3.0
1849,3682.0,6.0,69.83333333333333,3.333333333333333,0.5,2.833333333333333,0.8333333333333334,0.1666666666666666,0.3333333333333333,1.8333333333333333,0.0,0.1666666666666666,15.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1850,3683.0,6.0,71.66666666666667,5.833333333333333,1.5,4.333333333333333,0.3333333333333333,2.0,0.5,2.6666666666666665,0.1666666666666666,0.1666666666666666,30.666666666666668,0.0,0.0,0.6666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.8333333333333334
1851,3684.0,3.0,73.40333333333332,12.0,0.6666666666666666,11.333333333333334,2.0,7.0,1.0,2.0,0.0,0.0,61.333333333333336,4.333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1852,3685.0,6.0,76.33333333333333,11.833333333333334,3.6666666666666665,8.166666666666666,3.1666666666666665,2.1666666666666665,1.3333333333333333,3.333333333333333,1.3333333333333333,0.5,36.16666666666666,0.0,0.0,0.0,0.3333333333333333,1.1666666666666667,0.1666666666666666,0.8333333333333334
1853,3686.0,7.0,75.14285714285714,21.142857142857142,6.142857142857143,15.0,3.7142857142857135,3.571428571428572,2.7142857142857144,8.142857142857142,1.5714285714285714,1.4285714285714286,106.57142857142856,0.0,0.0,1.5714285714285714,0.1428571428571428,0.1428571428571428,0.0,0.0
1854,3687.0,8.0,77.22874999999999,12.125,2.25,9.875,1.875,1.5,1.875,6.5,0.25,0.125,42.25,0.0,0.0,0.375,0.25,0.625,0.25,2.5
1855,3688.0,7.0,77.84285714285714,18.428571428571427,3.857142857142857,14.571428571428571,6.285714285714286,5.428571428571429,2.857142857142857,2.571428571428572,0.0,1.2857142857142858,61.142857142857146,0.0,0.0,1.2857142857142858,0.4285714285714285,0.4285714285714285,0.2857142857142857,0.2857142857142857
1856,3690.0,7.0,72.54285714285714,11.714285714285714,3.857142857142857,7.857142857142857,1.1428571428571428,1.2857142857142858,0.4285714285714285,7.0,1.8571428571428568,0.0,66.0,0.0,0.0,2.142857142857143,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857
1857,3691.0,7.0,70.71428571428571,9.571428571428571,2.7142857142857144,6.857142857142857,1.4285714285714286,1.5714285714285714,0.8571428571428571,4.428571428571429,1.2857142857142858,0.0,37.142857142857146,0.0,0.0,1.0,0.1428571428571428,0.0,0.0,0.0
1858,3692.0,7.0,73.47571428571429,15.285714285714286,4.142857142857143,11.142857142857142,1.7142857142857142,2.571428571428572,1.8571428571428568,5.142857142857143,3.142857142857143,0.8571428571428571,54.57142857142857,0.0,0.5714285714285714,1.4285714285714286,0.1428571428571428,0.0,0.0,0.0
1859,3693.0,7.0,72.0,8.428571428571429,1.8571428571428568,6.571428571428571,2.142857142857143,1.7142857142857142,1.4285714285714286,1.7142857142857142,1.0,0.4285714285714285,30.714285714285715,0.0,0.0,0.1428571428571428,0.1428571428571428,1.2857142857142858,0.2857142857142857,2.857142857142857
1860,3695.0,7.0,71.71428571428571,8.0,2.142857142857143,5.857142857142857,1.4285714285714286,2.571428571428572,1.1428571428571428,2.857142857142857,0.0,0.0,48.142857142857146,0.0,0.0,1.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857
1861,3696.0,7.0,73.0,9.571428571428571,2.2857142857142856,7.285714285714286,2.0,1.7142857142857142,1.1428571428571428,3.2857142857142856,0.1428571428571428,1.2857142857142858,42.142857142857146,0.0,0.0,1.0,0.2857142857142857,0.2857142857142857,0.0,0.0
1862,3697.0,7.0,78.31428571428572,13.857142857142858,2.7142857142857144,11.142857142857142,5.571428571428571,3.7142857142857135,0.7142857142857143,1.7142857142857142,0.7142857142857143,1.4285714285714286,113.14285714285714,0.0,0.5714285714285714,0.2857142857142857,0.1428571428571428,0.0,0.0,0.0
1863,3698.0,6.0,74.0,9.166666666666666,2.5,6.666666666666667,3.6666666666666665,1.8333333333333333,0.8333333333333334,1.0,1.1666666666666667,0.6666666666666666,34.666666666666664,0.0,0.0,0.0,0.1666666666666666,2.833333333333333,0.1666666666666666,1.3333333333333333
1864,3699.0,7.0,61.0,8.571428571428571,2.142857142857143,6.428571428571429,1.5714285714285714,1.4285714285714286,0.8571428571428571,3.0,1.5714285714285714,0.1428571428571428,30.428571428571427,0.0,0.0,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.7142857142857143
1865,3700.0,9.0,76.27777777777777,5.111111111111111,1.1111111111111112,4.0,2.0,1.4444444444444444,0.7777777777777778,0.6666666666666666,0.2222222222222222,0.0,19.88888888888889,0.0,0.0,0.4444444444444444,0.0,0.5555555555555556,0.2222222222222222,5.0
1866,3701.0,7.0,60.142857142857146,2.7142857142857144,0.4285714285714285,2.2857142857142856,1.0,0.4285714285714285,0.0,0.8571428571428571,0.4285714285714285,0.0,13.0,0.0,0.1428571428571428,0.0,0.0,0.7142857142857143,0.1428571428571428,10.142857142857142
1867,3702.0,7.0,72.98571428571428,8.285714285714286,1.7142857142857142,6.571428571428571,2.2857142857142856,3.0,0.4285714285714285,1.7142857142857142,0.2857142857142857,0.5714285714285714,52.285714285714285,0.0,0.0,0.1428571428571428,0.2857142857142857,1.5714285714285714,0.7142857142857143,15.0
1868,3703.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,3706.0,5.0,0.0,9.6,0.8,8.8,1.8,4.0,0.6,2.8,0.4,0.0,41.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1870,3707.0,6.0,66.0,26.83333333333333,4.0,22.83333333333333,8.666666666666666,6.0,2.0,6.5,2.1666666666666665,1.5,83.0,0.0,0.0,1.3333333333333333,0.8333333333333334,0.0,0.0,0.0
1871,3708.0,7.0,53.42857142857143,4.571428571428571,0.8571428571428571,3.7142857142857135,0.8571428571428571,1.5714285714285714,0.2857142857142857,1.0,0.5714285714285714,0.2857142857142857,19.714285714285715,0.1428571428571428,0.0,0.2857142857142857,0.0,0.8571428571428571,0.4285714285714285,17.285714285714285
1872,3709.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,3710.0,7.0,76.74285714285715,15.714285714285714,1.2857142857142858,14.428571428571429,2.857142857142857,3.142857142857143,2.857142857142857,4.428571428571429,2.2857142857142856,0.1428571428571428,71.0,2.2857142857142856,0.0,0.4285714285714285,0.1428571428571428,1.0,0.2857142857142857,5.714285714285714
1874,3712.0,7.0,72.85714285714286,12.428571428571429,3.0,9.428571428571429,2.571428571428572,2.571428571428572,1.7142857142857142,3.857142857142857,1.7142857142857142,0.0,46.0,0.0,0.0,0.8571428571428571,0.0,2.4285714285714284,0.7142857142857143,7.571428571428571
1875,3713.0,7.0,50.0,8.142857142857142,1.4285714285714286,6.714285714285714,2.571428571428572,3.4285714285714284,0.2857142857142857,1.2857142857142858,0.1428571428571428,0.4285714285714285,28.0,0.0,0.0,0.1428571428571428,0.0,1.0,0.1428571428571428,0.1428571428571428
1876,3714.0,6.0,76.33333333333333,7.666666666666667,1.5,6.166666666666667,2.5,1.0,0.8333333333333334,2.5,0.8333333333333334,0.0,27.166666666666668,0.0,0.0,0.5,0.0,1.6666666666666667,0.8333333333333334,11.5
1877,3715.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,3716.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,3717.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,3719.0,7.0,84.85428571428572,16.857142857142858,3.2857142857142856,13.571428571428571,2.571428571428572,4.571428571428571,3.0,6.714285714285714,0.0,0.0,72.0,2.4285714285714284,0.0,0.5714285714285714,0.1428571428571428,9.142857142857142,1.1428571428571428,34.285714285714285
1881,3722.0,6.0,76.83333333333333,12.833333333333334,1.8333333333333333,11.0,3.333333333333333,2.0,0.5,6.166666666666667,0.5,0.3333333333333333,47.5,0.0,0.0,1.1666666666666667,0.3333333333333333,2.1666666666666665,0.6666666666666666,8.5
1882,3724.0,7.0,69.57142857142857,11.428571428571429,2.7142857142857144,8.714285714285714,3.142857142857143,3.7142857142857135,0.7142857142857143,3.4285714285714284,0.1428571428571428,0.2857142857142857,36.0,0.0,0.0,0.1428571428571428,0.0,1.2857142857142858,0.1428571428571428,0.1428571428571428
1883,3725.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,3727.0,6.0,77.16666666666667,12.0,1.0,11.0,6.166666666666667,1.8333333333333333,0.6666666666666666,2.833333333333333,0.1666666666666666,0.3333333333333333,41.5,0.0,0.0,0.6666666666666666,0.1666666666666666,1.6666666666666667,0.8333333333333334,8.333333333333334
1885,3729.0,7.0,69.57142857142857,7.714285714285714,1.2857142857142858,6.428571428571429,1.7142857142857142,3.0,0.5714285714285714,1.5714285714285714,0.5714285714285714,0.2857142857142857,23.285714285714285,0.0,0.0,0.1428571428571428,0.0,0.7142857142857143,0.1428571428571428,0.1428571428571428
1886,3731.0,6.0,65.83333333333333,4.833333333333333,0.8333333333333334,4.0,0.8333333333333334,2.0,0.6666666666666666,0.8333333333333334,0.5,0.0,15.0,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666
1887,3732.0,6.0,69.83333333333333,29.166666666666668,6.166666666666667,23.0,6.833333333333333,6.5,4.166666666666667,9.0,2.1666666666666665,0.5,96.66666666666669,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0
1888,3733.0,6.0,75.46,25.33333333333333,5.5,19.83333333333333,2.833333333333333,6.333333333333333,3.333333333333333,8.5,3.333333333333333,1.0,100.0,0.0,0.0,1.1666666666666667,0.1666666666666666,1.3333333333333333,0.3333333333333333,10.833333333333334
1889,3734.0,6.0,68.83333333333333,5.166666666666667,1.3333333333333333,3.8333333333333335,1.0,1.1666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.3333333333333333,17.666666666666668,0.0,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,1.0
1890,3735.0,6.0,80.5,6.333333333333333,0.6666666666666666,5.666666666666667,2.333333333333333,0.8333333333333334,0.1666666666666666,2.1666666666666665,0.5,0.3333333333333333,22.666666666666668,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.8333333333333334
1891,3736.0,7.0,75.77857142857144,10.714285714285714,2.2857142857142856,8.428571428571429,2.571428571428572,2.2857142857142856,1.0,3.7142857142857135,0.7142857142857143,0.4285714285714285,91.28571428571428,0.0,0.0,1.1428571428571428,0.0,16.571428571428573,1.4285714285714286,6.428571428571429
1892,3737.0,6.0,50.333333333333336,3.5,0.6666666666666666,2.833333333333333,0.6666666666666666,2.0,0.0,0.5,0.1666666666666666,0.1666666666666666,18.666666666666668,0.0,0.0,0.1666666666666666,0.0,0.5,0.1666666666666666,0.1666666666666666
1893,3738.0,6.0,67.33333333333333,7.5,2.333333333333333,5.166666666666667,1.0,2.0,0.5,2.6666666666666665,1.3333333333333333,0.0,26.666666666666668,0.0,0.0,0.1666666666666666,0.0,0.8333333333333334,0.1666666666666666,0.1666666666666666
1894,3739.0,6.0,79.46666666666667,16.333333333333332,3.0,13.333333333333334,3.5,2.833333333333333,1.1666666666666667,5.5,2.833333333333333,0.5,70.66666666666667,0.0,0.0,0.6666666666666666,0.0,17.0,1.6666666666666667,6.333333333333333
1895,3740.0,7.0,68.15,19.714285714285715,5.0,14.714285714285714,3.142857142857143,5.142857142857143,1.8571428571428568,7.428571428571429,1.2857142857142858,0.8571428571428571,73.57142857142857,0.0,0.0,0.5714285714285714,0.1428571428571428,1.5714285714285714,0.2857142857142857,7.857142857142857
1896,3741.0,7.0,67.57142857142857,10.714285714285714,2.4285714285714284,8.285714285714286,1.5714285714285714,3.571428571428572,0.8571428571428571,2.7142857142857144,1.4285714285714286,0.5714285714285714,33.42857142857143,0.0,0.1428571428571428,0.7142857142857143,0.1428571428571428,1.0,0.2857142857142857,2.142857142857143
1897,3742.0,6.0,70.66666666666667,7.166666666666667,2.333333333333333,4.833333333333333,1.5,2.333333333333333,0.5,2.0,0.3333333333333333,0.5,22.33333333333333,0.0,0.0,0.1666666666666666,0.0,1.3333333333333333,0.1666666666666666,0.1666666666666666
1898,3743.0,6.0,69.5,12.833333333333334,2.333333333333333,10.5,2.833333333333333,1.8333333333333333,1.3333333333333333,6.0,0.6666666666666666,0.1666666666666666,43.0,0.0,0.0,0.8333333333333334,0.0,0.3333333333333333,0.3333333333333333,2.0
1899,3744.0,8.0,79.85,9.25,1.125,8.125,4.875,0.875,1.125,0.875,0.25,1.25,54.375,0.0,0.0,0.0,0.0,4.875,1.625,5.75
1900,3749.0,9.0,75.75555555555555,11.88888888888889,2.0,9.88888888888889,2.0,2.6666666666666665,1.0,4.777777777777778,0.8888888888888888,0.5555555555555556,34.22222222222222,0.0,0.0,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.3333333333333333,5.0
1901,3750.0,8.0,77.375,14.875,2.5,12.375,3.25,4.625,2.5,3.5,0.25,0.75,87.375,0.0,0.0,0.375,0.375,1.875,0.5,6.625
1902,3751.0,9.0,75.85111111111111,16.77777777777778,4.111111111111111,12.666666666666666,4.111111111111111,4.222222222222222,2.555555555555556,3.7777777777777777,1.4444444444444444,0.6666666666666666,61.333333333333336,0.0,0.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0
1903,3752.0,9.0,74.55555555555556,11.666666666666666,1.8888888888888888,9.77777777777778,2.555555555555556,2.6666666666666665,2.6666666666666665,3.7777777777777777,0.0,0.0,39.11111111111112,0.0,0.0,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.1111111111111111,3.555555555555556
1904,3753.0,8.0,79.625,18.625,2.5,16.125,2.875,4.0,2.875,7.375,1.125,0.375,83.125,0.0,0.0,2.0,0.25,2.25,0.375,13.125
1905,3754.0,1.0,98.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,3755.0,9.0,75.88888888888889,11.11111111111111,2.4444444444444446,8.666666666666666,3.555555555555556,2.0,0.5555555555555556,3.6666666666666665,0.8888888888888888,0.4444444444444444,34.44444444444444,0.0,0.0,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.3333333333333333,3.555555555555556
1907,3756.0,6.0,75.83333333333333,16.666666666666668,2.833333333333333,13.833333333333334,3.8333333333333335,5.833333333333333,1.5,3.5,1.8333333333333333,0.1666666666666666,73.33333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0
1908,3757.0,8.0,74.875,6.375,0.375,6.0,2.625,1.75,0.125,1.5,0.0,0.375,19.5,0.0,0.125,0.875,0.25,0.5,0.125,2.5
1909,3768.0,5.0,59.5,4.2,0.6,3.6,0.6,2.0,0.2,1.2,0.2,0.0,25.2,0.0,0.0,0.4,0.2,0.0,0.0,0.0
1910,3769.0,6.0,79.38333333333334,5.666666666666667,2.1666666666666665,3.5,1.6666666666666667,1.1666666666666667,1.1666666666666667,1.3333333333333333,0.0,0.3333333333333333,19.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0
1911,3770.0,6.0,76.83333333333333,4.666666666666667,1.1666666666666667,3.5,1.1666666666666667,0.8333333333333334,0.5,1.6666666666666667,0.5,0.0,18.0,0.0,0.0,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0
1912,3771.0,6.0,76.36666666666666,7.333333333333333,1.6666666666666667,5.666666666666667,1.0,1.6666666666666667,0.3333333333333333,3.8333333333333335,0.5,0.0,26.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
1913,3772.0,7.0,73.21428571428571,2.857142857142857,0.7142857142857143,2.142857142857143,0.8571428571428571,0.8571428571428571,0.4285714285714285,0.7142857142857143,0.0,0.0,9.571428571428571,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.0
1914,3773.0,6.0,64.44,10.166666666666666,1.6666666666666667,8.5,1.8333333333333333,1.1666666666666667,1.1666666666666667,3.333333333333333,2.1666666666666665,0.5,59.333333333333336,0.0,0.0,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0
1915,3774.0,6.0,63.93333333333334,3.1666666666666665,0.8333333333333334,2.333333333333333,0.5,0.6666666666666666,0.5,1.3333333333333333,0.0,0.1666666666666666,12.333333333333334,0.0,0.0,1.0,0.1666666666666666,0.0,0.0,0.0
1916,3775.0,7.0,82.42857142857143,8.142857142857142,1.5714285714285714,6.571428571428571,0.2857142857142857,3.142857142857143,1.0,3.142857142857143,0.5714285714285714,0.0,41.0,0.0,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.0,0.0,0.0
1917,3776.0,7.0,82.14285714285714,11.571428571428571,2.2857142857142856,9.285714285714286,2.142857142857143,2.7142857142857144,1.1428571428571428,5.142857142857143,0.4285714285714285,0.0,39.71428571428572,0.0,0.0,0.8571428571428571,0.5714285714285714,0.4285714285714285,0.0,0.0
1918,3777.0,6.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,3778.0,7.0,81.57142857142857,5.857142857142857,1.8571428571428568,4.0,0.7142857142857143,1.2857142857142858,0.7142857142857143,2.857142857142857,0.2857142857142857,0.0,15.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.0,0.0
1920,3779.0,7.0,73.77142857142857,5.571428571428571,1.1428571428571428,4.428571428571429,1.4285714285714286,1.8571428571428568,0.7142857142857143,1.5714285714285714,0.0,0.0,19.571428571428573,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0
1921,3780.0,7.0,77.11428571428571,5.571428571428571,1.8571428571428568,3.7142857142857135,0.2857142857142857,1.8571428571428568,1.2857142857142858,1.7142857142857142,0.2857142857142857,0.1428571428571428,24.714285714285715,0.0,0.0,0.4285714285714285,0.1428571428571428,0.0,0.0,0.0
1922,3781.0,6.0,68.78333333333333,21.166666666666668,4.666666666666667,16.5,5.5,4.666666666666667,2.0,6.833333333333333,2.0,0.1666666666666666,121.0,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.0,0.0
1923,3782.0,5.0,79.84,7.0,1.4,5.6,1.6,2.6,1.6,1.2,0.0,0.0,26.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0
1924,3783.0,5.0,74.4,14.4,3.2,11.2,4.6,3.4,1.4,4.0,0.8,0.2,37.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0
1925,3784.0,6.0,77.44500000000001,4.0,0.8333333333333334,3.1666666666666665,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,3785.0,7.0,79.85285714285715,29.428571428571427,2.2857142857142856,27.142857142857142,10.714285714285714,7.285714285714286,7.571428571428571,3.571428571428572,0.0,0.2857142857142857,35.857142857142854,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0
1927,3786.0,6.0,72.53,7.833333333333333,2.5,5.333333333333333,1.0,1.3333333333333333,1.3333333333333333,4.166666666666667,0.0,0.0,37.16666666666666,0.0,0.0,0.6666666666666666,0.1666666666666666,1.0,0.1666666666666666,6.666666666666667
1928,3787.0,6.0,77.16666666666667,7.166666666666667,1.3333333333333333,5.833333333333333,2.0,2.0,0.5,1.6666666666666667,0.6666666666666666,0.3333333333333333,22.5,0.0,0.0,0.8333333333333334,0.0,0.6666666666666666,0.0,0.0
1929,3788.0,6.0,74.16666666666667,6.833333333333333,2.0,4.833333333333333,1.3333333333333333,1.5,0.8333333333333334,2.0,0.8333333333333334,0.3333333333333333,33.333333333333336,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1930,3789.0,7.0,78.57142857142857,3.2857142857142856,1.1428571428571428,2.142857142857143,0.7142857142857143,0.5714285714285714,0.0,1.8571428571428568,0.0,0.1428571428571428,22.857142857142858,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0
1931,3790.0,7.0,79.78571428571429,5.428571428571429,0.4285714285714285,5.0,0.8571428571428571,1.2857142857142858,1.2857142857142858,1.1428571428571428,0.5714285714285714,0.2857142857142857,17.571428571428573,0.0,0.0,0.2857142857142857,0.1428571428571428,0.0,0.0,0.0
